ciudad;vulnerabilidad;nivel_de_urgencia_x;patron_social;impacto_social;n_reportes;id;nombre;edad;genero;comentario;categoria_del_problema;nivel_de_urgencia_y;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural;comentario_limpio;tema;palabras_clave;sentimiento;sent_neg;sent_neu;sent_pos
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3109;pedro;71.0;otro;las basuras no se recogen a tiempo;medio ambiente;urgente;2023 03 17;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3116;valentina;19.0;m;queremos mas presencia policial;medio ambiente;no urgente;2023 04 14;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3118;juan;23.0;otro;las basuras no se recogen a tiempo;educacion;urgente;2024 08 11;1;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3134;laura;24.0;f;;educacion;no urgente;2023 01 06;1;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3146;pedro;80.0;f;falta agua potable en varias casas;salud;urgente;2023 02 27;1;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3170;sofia;32.0;otro;faltan medicos en el centro de salud;seguridad;urgente;2024 06 11;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3176;carlos;71.0;f;falta agua potable en varias casas;salud;no urgente;2023 02 26;0;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3180;ana;52.0;otro;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 01 15;1;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3194;camilo;22.0;otro;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 09 26;1;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3198;camilo;30.0;f;falta agua potable en varias casas;medio ambiente;no urgente;2023 06 19;0;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3199;laura;48.0;m;no hay suficientes escuelas publicas;medio ambiente;urgente;2024 09 09;0;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3200;valentina;38.0;m;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 04 20;1;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3201;sofia;25.0;otro;falta agua potable en varias casas;salud;no urgente;2023 02 23;0;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3212;sofia;41.0;f;queremos mas presencia policial;medio ambiente;urgente;2023 08 07;1;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3229;pedro;66.0;f;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 04 30;0;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3230;ana;70.0;;la contaminacion del rio esta aumentando;educacion;urgente;2024 03 05;1;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3237;carlos;65.0;otro;hay problemas con la recoleccion de basura;medio ambiente;urgente;2023 10 21;0;0;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3279;sofia;25.0;f;faltan medicos en el centro de salud;medio ambiente;urgente;2023 01 27;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3285;carlos;67.0;f;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 06 25;1;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3299;laura;61.0;otro;la contaminacion del rio esta aumentando;salud;no urgente;2024 07 19;0;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3309;maria;71.0;f;falta agua potable en varias casas;salud;no urgente;2023 05 04;0;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3336;juan;73.0;otro;faltan medicos en el centro de salud;educacion;urgente;2024 02 16;0;1;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3344;pedro;78.0;otro;faltan medicos en el centro de salud;medio ambiente;urgente;2024 07 10;0;1;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3346;valentina;72.0;m;faltan medicos en el centro de salud;salud;no urgente;2024 06 01;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3351;laura;35.0;otro;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 09 21;0;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3377;pedro;52.0;f;no tenemos centros culturales ni bibliotecas;educacion;urgente;2024 02 26;0;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3380;pedro;31.0;f;queremos mas presencia policial;seguridad;urgente;2023 09 09;1;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3384;pedro;57.0;otro;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 11 14;0;1;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3388;jorge;38.0;otro;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 05 28;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3389;laura;47.0;otro;falta agua potable en varias casas;seguridad;no urgente;2024 07 22;1;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3395;valentina;20.0;otro;hay problemas con la recoleccion de basura;salud;no urgente;2024 11 24;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3424;valentina;28.0;m;necesitamos mas acceso a internet en la zona;educacion;urgente;2024 07 15;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3447;sofia;23.0;m;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 04 13;0;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3455;carlos;23.0;m;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 09 01;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3465;carlos;64.0;m;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 01 06;0;1;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3474;sofia;15.0;f;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 01 25;1;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3480;juan;21.0;otro;no hay suficientes escuelas publicas;educacion;urgente;2023 10 09;0;1;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3481;carlos;37.0;m;la contaminacion del rio esta aumentando;medio ambiente;urgente;2023 03 18;1;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3495;pedro;23.0;otro;las basuras no se recogen a tiempo;educacion;no urgente;2023 03 27;0;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3503;valentina;28.0;m;las basuras no se recogen a tiempo;seguridad;urgente;2023 02 27;0;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3504;sofia;78.0;f;falta agua potable en varias casas;educacion;no urgente;2023 11 23;1;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3508;carlos;28.0;otro;;seguridad;no urgente;2024 07 03;1;0;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3525;laura;47.0;otro;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 10 19;1;1;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3530;camilo;73.0;otro;las calles estan muy oscuras y peligrosas;educacion;no urgente;2023 12 03;0;0;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3532;carlos;79.0;otro;no hay suficientes escuelas publicas;salud;urgente;2024 07 19;1;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3534;jorge;;m;la contaminacion del rio esta aumentando;seguridad;urgente;2023 03 29;1;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3541;valentina;26.0;otro;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2024 10 19;1;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3561;sofia;39.0;f;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 12 17;0;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3568;sofia;53.0;m;queremos mas presencia policial;medio ambiente;urgente;2023 12 28;1;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3586;pedro;33.0;otro;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 10 31;1;0;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3617;maria;;otro;las calles estan muy oscuras y peligrosas;salud;no urgente;2024 05 31;1;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3619;maria;34.0;otro;las basuras no se recogen a tiempo;seguridad;no urgente;2023 09 08;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3620;valentina;24.0;f;faltan medicos en el centro de salud;salud;urgente;2023 10 17;1;0;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3621;jorge;44.0;otro;hay problemas con la recoleccion de basura;salud;urgente;2024 10 18;1;0;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3626;jorge;49.0;f;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 09 06;0;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3632;laura;57.0;m;queremos mas presencia policial;medio ambiente;urgente;2024 01 14;0;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3637;jorge;30.0;m;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 08 12;1;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3674;laura;39.0;;no hay suficientes escuelas publicas;seguridad;no urgente;2023 05 05;0;1;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3675;juan;39.0;f;no hay suficientes escuelas publicas;salud;no urgente;2024 05 19;0;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3685;camilo;24.0;;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2023 05 24;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3701;ana;46.0;f;no hay suficientes escuelas publicas;medio ambiente;urgente;2024 08 28;0;1;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3716;sofia;17.0;m;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 02 16;0;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3731;jorge;78.0;f;las calles estan muy oscuras y peligrosas;salud;no urgente;2023 12 04;0;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3749;sofia;72.0;f;la contaminacion del rio esta aumentando;salud;no urgente;2024 09 04;1;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3764;valentina;50.0;m;faltan medicos en el centro de salud;seguridad;urgente;2023 07 01;1;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3771;jorge;51.0;otro;falta agua potable en varias casas;salud;urgente;2023 09 01;1;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3772;maria;48.0;f;hay problemas con la recoleccion de basura;medio ambiente;urgente;2023 04 28;1;1;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3781;laura;20.0;m;falta agua potable en varias casas;seguridad;no urgente;2023 10 17;1;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3789;juan;62.0;otro;;seguridad;urgente;2023 09 08;1;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3795;juan;48.0;f;hay problemas con la recoleccion de basura;educacion;no urgente;2024 11 19;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3824;maria;16.0;m;las basuras no se recogen a tiempo;medio ambiente;no urgente;2023 01 25;0;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3829;camilo;27.0;otro;las basuras no se recogen a tiempo;educacion;no urgente;2024 07 11;1;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3844;juan;32.0;m;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 09 07;1;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3862;sofia;35.0;m;falta agua potable en varias casas;salud;urgente;2024 10 02;0;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3876;maria;40.0;m;no tenemos centros culturales ni bibliotecas;salud;urgente;2023 09 21;0;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3879;maria;26.0;otro;hay problemas con la recoleccion de basura;educacion;no urgente;2024 06 02;0;1;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3895;pedro;20.0;otro;faltan medicos en el centro de salud;educacion;urgente;2023 03 09;1;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3913;camilo;26.0;m;las calles estan muy oscuras y peligrosas;salud;urgente;2024 11 26;0;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3929;juan;16.0;f;hay problemas con la recoleccion de basura;seguridad;urgente;2023 02 03;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3941;camilo;72.0;f;;seguridad;no urgente;2023 02 18;0;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3943;camilo;39.0;otro;hay problemas con la recoleccion de basura;medio ambiente;urgente;2023 10 11;1;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3946;camilo;24.0;m;la contaminacion del rio esta aumentando;medio ambiente;urgente;2023 11 21;1;0;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3952;sofia;76.0;otro;falta agua potable en varias casas;educacion;urgente;2023 03 08;0;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3962;maria;70.0;otro;queremos mas presencia policial;educacion;no urgente;2024 01 25;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3967;laura;;f;queremos mas presencia policial;seguridad;urgente;2023 05 26;0;0;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;3984;maria;70.0;otro;las basuras no se recogen a tiempo;salud;no urgente;2024 05 15;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4004;ana;45.0;f;queremos mas presencia policial;medio ambiente;no urgente;2023 11 13;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4022;carlos;22.0;m;queremos mas presencia policial;salud;urgente;2024 10 24;1;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4024;valentina;51.0;otro;necesitamos mas acceso a internet en la zona;salud;no urgente;2024 03 02;0;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4028;carlos;45.0;otro;faltan medicos en el centro de salud;salud;no urgente;2024 03 12;0;1;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4030;camilo;43.0;m;faltan medicos en el centro de salud;seguridad;urgente;2023 11 30;0;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4045;ana;25.0;f;queremos mas presencia policial;seguridad;no urgente;2023 08 29;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4055;carlos;55.0;f;hay problemas con la recoleccion de basura;salud;urgente;2024 05 06;0;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4065;camilo;;m;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 01 31;1;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4081;carlos;17.0;otro;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2023 11 13;1;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4090;maria;43.0;f;las basuras no se recogen a tiempo;educacion;no urgente;2024 10 03;1;0;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4097;pedro;42.0;f;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 08 19;0;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4105;maria;16.0;m;;seguridad;urgente;2023 09 12;1;0;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4113;pedro;18.0;f;las basuras no se recogen a tiempo;salud;no urgente;2023 03 10;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4122;juan;;otro;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 03 04;0;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4126;sofia;36.0;f;la contaminacion del rio esta aumentando;educacion;no urgente;2023 05 30;1;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4129;pedro;57.0;otro;necesitamos mas acceso a internet en la zona;salud;no urgente;2024 11 11;1;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4131;ana;40.0;otro;las basuras no se recogen a tiempo;educacion;urgente;2023 05 17;0;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bucaramanga;0.49;0.51;Zona puntual;0.5;985;4137;carlos;42.0;;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 07 29;1;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
