id;nombre;edad;genero;ciudad;comentario;categoria_del_problema;nivel_de_urgencia;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural;comentario_limpio;tema;palabras_clave;sentimiento;sent_neg;sent_neu;sent_pos
2541;pedro;29.0;otro;medellin;no hay suficientes escuelas publicas;educacion;urgente;2023 05 22;1;1;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
2542;ana;67.0;m;bucaramanga;;seguridad;urgente;2024 01 28;1;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
2543;jorge;52.0;m;santa marta;falta agua potable en varias casas;salud;no urgente;2023 01 31;0;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2544;sofia;59.0;m;cucuta;necesitamos mas acceso a internet en la zona;salud;no urgente;2024 08 12;0;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2545;juan;78.0;f;cali;no hay suficientes escuelas publicas;medio ambiente;urgente;2024 07 09;0;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
2546;juan;25.0;f;bogota;queremos mas presencia policial;medio ambiente;urgente;2023 06 17;1;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2547;ana;61.0;m;cartagena;hay problemas con la recoleccion de basura;salud;no urgente;2024 08 13;0;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
2548;ana;57.0;m;cartagena;hay problemas con la recoleccion de basura;salud;no urgente;2023 12 28;1;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
2549;camilo;;otro;cartagena;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 02 08;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
2550;laura;;otro;santa marta;queremos mas presencia policial;seguridad;urgente;2023 03 30;1;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2551;maria;37.0;f;cartagena;las calles estan muy oscuras y peligrosas;salud;urgente;2023 11 14;1;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
2552;valentina;73.0;m;manizales;hay problemas con la recoleccion de basura;educacion;urgente;2023 07 29;0;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
2553;valentina;79.0;m;medellin;;educacion;no urgente;2024 10 11;1;1;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
2554;laura;;otro;barranquilla;las calles estan muy oscuras y peligrosas;salud;urgente;2024 04 08;1;0;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
2555;juan;15.0;f;cali;falta agua potable en varias casas;salud;no urgente;2023 04 09;1;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2556;juan;30.0;otro;medellin;las basuras no se recogen a tiempo;salud;no urgente;2024 11 30;0;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
2557;pedro;64.0;otro;cali;las basuras no se recogen a tiempo;seguridad;urgente;2024 04 27;0;0;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
2558;pedro;31.0;f;cali;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 01 10;1;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
2559;sofia;45.0;m;cali;;salud;no urgente;2023 05 02;1;0;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
2560;camilo;32.0;m;santa marta;la contaminacion del rio esta aumentando;educacion;urgente;2023 03 02;1;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
2561;ana;25.0;f;barranquilla;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 08 26;1;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2562;valentina;63.0;f;cali;las calles estan muy oscuras y peligrosas;seguridad;urgente;2024 11 13;1;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
2563;carlos;34.0;otro;barranquilla;no hay suficientes escuelas publicas;medio ambiente;no urgente;2023 05 22;1;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
2564;laura;37.0;m;barranquilla;la contaminacion del rio esta aumentando;salud;no urgente;2023 12 28;0;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
2565;maria;36.0;f;cucuta;queremos mas presencia policial;educacion;no urgente;2023 01 28;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2566;laura;32.0;otro;pereira;no tenemos centros culturales ni bibliotecas;educacion;urgente;2024 02 25;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
2567;ana;63.0;m;manizales;las calles estan muy oscuras y peligrosas;salud;no urgente;2024 06 19;0;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
2568;sofia;31.0;m;santa marta;necesitamos mas acceso a internet en la zona;seguridad;urgente;2024 03 08;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2569;sofia;80.0;;manizales;queremos mas presencia policial;medio ambiente;urgente;2024 06 05;0;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2570;sofia;56.0;m;bucaramanga;no hay suficientes escuelas publicas;seguridad;no urgente;2023 12 24;1;1;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
2571;laura;16.0;m;cali;hay problemas con la recoleccion de basura;educacion;urgente;2023 10 13;1;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
2572;maria;50.0;f;cartagena;la contaminacion del rio esta aumentando;salud;urgente;2024 07 19;1;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
2573;laura;49.0;otro;cucuta;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 01 15;1;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
2574;pedro;28.0;otro;cali;faltan medicos en el centro de salud;salud;urgente;2024 11 20;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
2575;jorge;76.0;;medellin;faltan medicos en el centro de salud;medio ambiente;no urgente;2023 09 05;1;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
2576;sofia;19.0;f;cali;las basuras no se recogen a tiempo;seguridad;no urgente;2024 06 20;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
2577;ana;;otro;cali;las basuras no se recogen a tiempo;educacion;urgente;2023 01 26;1;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
2578;juan;73.0;otro;bogota;necesitamos mas acceso a internet en la zona;educacion;no urgente;2024 02 13;1;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2579;juan;36.0;f;cartagena;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2024 10 15;1;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
2580;jorge;45.0;otro;cartagena;hay problemas con la recoleccion de basura;salud;urgente;2023 04 23;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
2581;sofia;18.0;f;santa marta;no hay suficientes escuelas publicas;medio ambiente;no urgente;2023 10 02;0;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
2582;maria;80.0;f;cucuta;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 02 13;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2583;jorge;34.0;f;bucaramanga;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 10 09;1;0;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
2584;camilo;71.0;m;cucuta;falta agua potable en varias casas;salud;urgente;2024 07 12;0;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2585;sofia;32.0;otro;barranquilla;faltan medicos en el centro de salud;medio ambiente;urgente;2024 08 12;0;0;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
2586;juan;15.0;otro;pereira;queremos mas presencia policial;seguridad;urgente;2024 03 05;1;0;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2587;maria;;f;manizales;necesitamos mas acceso a internet en la zona;salud;urgente;2023 08 03;0;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2588;carlos;28.0;otro;medellin;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 08 09;0;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2589;jorge;53.0;f;cali;queremos mas presencia policial;seguridad;no urgente;2023 01 18;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2590;laura;63.0;otro;manizales;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2024 03 31;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2591;laura;58.0;f;cartagena;las basuras no se recogen a tiempo;seguridad;no urgente;2024 06 23;0;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
2592;sofia;36.0;otro;cali;queremos mas presencia policial;seguridad;no urgente;2024 04 08;0;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2593;laura;73.0;f;medellin;queremos mas presencia policial;medio ambiente;urgente;2024 11 25;0;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2594;jorge;56.0;otro;cartagena;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 11 09;0;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
2595;juan;35.0;m;santa marta;las calles estan muy oscuras y peligrosas;salud;urgente;2024 05 14;0;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
2596;jorge;;m;cucuta;;salud;urgente;2024 11 16;0;0;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
2597;valentina;;f;santa marta;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 04 22;1;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
2598;juan;42.0;otro;barranquilla;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2024 09 04;1;0;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
2599;valentina;18.0;f;pereira;la contaminacion del rio esta aumentando;educacion;urgente;2024 11 07;1;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
2600;juan;55.0;m;pereira;no tenemos centros culturales ni bibliotecas;salud;urgente;2023 03 24;1;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
2601;valentina;40.0;otro;cali;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 02 08;1;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
2602;camilo;63.0;f;santa marta;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 06 01;1;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2603;ana;55.0;otro;pereira;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2024 09 24;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
2604;valentina;63.0;otro;medellin;;salud;no urgente;2024 04 22;0;1;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
2605;sofia;45.0;f;cali;hay problemas con la recoleccion de basura;salud;urgente;2024 07 24;0;0;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
2606;juan;46.0;otro;barranquilla;falta agua potable en varias casas;educacion;no urgente;2024 03 21;1;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2607;jorge;42.0;otro;bogota;las calles estan muy oscuras y peligrosas;salud;urgente;2024 03 17;0;0;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
2608;valentina;16.0;m;medellin;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 06 14;0;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
2609;juan;20.0;otro;pereira;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 07 20;0;1;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
2610;carlos;52.0;otro;cucuta;queremos mas presencia policial;educacion;urgente;2024 06 07;0;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2611;jorge;47.0;m;bucaramanga;queremos mas presencia policial;salud;urgente;2023 12 08;0;0;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2612;ana;20.0;f;cali;;seguridad;no urgente;2024 06 03;1;1;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
2613;sofia;75.0;m;medellin;;salud;urgente;2024 09 03;1;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
2614;ana;53.0;m;barranquilla;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2023 12 14;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
2615;maria;71.0;otro;barranquilla;faltan medicos en el centro de salud;seguridad;no urgente;2023 09 30;0;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
2616;sofia;62.0;f;cartagena;;medio ambiente;urgente;2023 10 29;0;1;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
2617;camilo;77.0;otro;medellin;las calles estan muy oscuras y peligrosas;salud;no urgente;2024 08 31;1;0;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
2618;sofia;63.0;f;medellin;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 11 16;0;1;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
2619;sofia;77.0;f;cucuta;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 04 01;0;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
2620;ana;;otro;santa marta;necesitamos mas acceso a internet en la zona;educacion;urgente;2024 01 28;0;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2621;maria;58.0;m;cucuta;hay problemas con la recoleccion de basura;salud;urgente;2023 04 24;1;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
2622;jorge;66.0;f;manizales;necesitamos mas acceso a internet en la zona;educacion;urgente;2024 01 09;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2623;valentina;;m;bucaramanga;falta agua potable en varias casas;educacion;urgente;2023 02 11;1;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2624;valentina;59.0;otro;santa marta;la contaminacion del rio esta aumentando;salud;urgente;2024 08 09;1;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
2625;ana;23.0;f;santa marta;falta agua potable en varias casas;educacion;no urgente;2024 06 19;1;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2626;valentina;25.0;otro;cali;la contaminacion del rio esta aumentando;educacion;urgente;2024 03 09;1;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
2627;laura;71.0;f;medellin;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2023 10 01;1;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
2628;camilo;49.0;otro;bogota;queremos mas presencia policial;medio ambiente;urgente;2024 06 26;1;0;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2629;juan;17.0;otro;barranquilla;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 11 24;1;1;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
2630;ana;72.0;m;cucuta;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2024 11 27;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
2631;camilo;36.0;f;cucuta;las basuras no se recogen a tiempo;educacion;urgente;2024 03 03;0;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
2632;jorge;35.0;m;santa marta;faltan medicos en el centro de salud;medio ambiente;urgente;2023 12 29;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
2633;camilo;70.0;f;cali;no hay suficientes escuelas publicas;educacion;no urgente;2024 10 08;1;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
2634;maria;75.0;m;santa marta;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 06 24;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2635;sofia;70.0;m;manizales;falta agua potable en varias casas;medio ambiente;no urgente;2023 06 05;1;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2636;camilo;78.0;m;bucaramanga;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 07 30;0;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
2637;valentina;54.0;m;cartagena;hay problemas con la recoleccion de basura;salud;no urgente;2024 11 25;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
2638;laura;58.0;f;santa marta;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 03 08;1;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
2639;juan;57.0;m;manizales;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2024 09 08;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
2640;ana;48.0;f;cartagena;faltan medicos en el centro de salud;salud;urgente;2023 03 18;1;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
2641;pedro;53.0;m;cartagena;la contaminacion del rio esta aumentando;educacion;urgente;2023 08 18;1;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
2642;juan;39.0;m;cucuta;necesitamos mas acceso a internet en la zona;salud;urgente;2023 03 19;1;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2643;pedro;27.0;m;bogota;queremos mas presencia policial;educacion;no urgente;2023 06 12;1;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2644;pedro;68.0;m;cali;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 09 29;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2645;carlos;60.0;f;cartagena;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 03 14;1;1;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
2646;valentina;25.0;f;medellin;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 12 15;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
2647;carlos;58.0;f;barranquilla;las basuras no se recogen a tiempo;seguridad;urgente;2023 01 20;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
2648;laura;44.0;otro;santa marta;falta agua potable en varias casas;seguridad;no urgente;2024 11 03;0;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2649;camilo;39.0;f;santa marta;falta agua potable en varias casas;seguridad;no urgente;2023 03 16;0;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2650;maria;20.0;otro;barranquilla;faltan medicos en el centro de salud;seguridad;no urgente;2024 06 04;0;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
2651;pedro;35.0;m;medellin;queremos mas presencia policial;educacion;urgente;2023 03 11;1;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2652;maria;51.0;;bogota;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 01 25;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
2653;laura;32.0;otro;cucuta;falta agua potable en varias casas;salud;no urgente;2024 07 17;1;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2654;ana;64.0;f;santa marta;las calles estan muy oscuras y peligrosas;salud;no urgente;2024 11 12;1;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
2655;valentina;;f;santa marta;;salud;urgente;2023 03 25;1;1;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
2656;jorge;66.0;otro;pereira;no hay suficientes escuelas publicas;seguridad;urgente;2024 03 22;0;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
2657;jorge;56.0;f;medellin;las basuras no se recogen a tiempo;educacion;urgente;2023 05 26;1;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
2658;valentina;55.0;f;medellin;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 08 15;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
2659;maria;74.0;m;manizales;las basuras no se recogen a tiempo;salud;no urgente;2023 06 19;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
2660;juan;30.0;otro;pereira;las basuras no se recogen a tiempo;medio ambiente;urgente;2024 03 24;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
2661;ana;59.0;f;cartagena;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2023 03 13;0;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
2662;sofia;26.0;otro;cali;;seguridad;urgente;2023 05 05;1;1;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
2663;jorge;50.0;otro;barranquilla;las basuras no se recogen a tiempo;educacion;no urgente;2023 05 21;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
2664;carlos;65.0;m;manizales;queremos mas presencia policial;salud;urgente;2023 02 16;0;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
2665;jorge;67.0;otro;medellin;faltan medicos en el centro de salud;salud;no urgente;2023 08 09;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
2666;juan;50.0;m;bucaramanga;falta agua potable en varias casas;medio ambiente;urgente;2023 03 21;1;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
2667;camilo;23.0;f;cartagena;faltan medicos en el centro de salud;educacion;urgente;2023 12 17;0;0;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
2668;valentina;45.0;otro;santa marta;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 12 14;1;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
2669;laura;60.0;m;barranquilla;las calles estan muy oscuras y peligrosas;salud;no urgente;2023 11 21;1;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
